"VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Borough","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Income","Poverty","Transit","Unemployment"
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"<18","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"18-24","BLACK","M","Queens",3128,1352,1776,18.5,3.6,74.4,0,1.5,83864,5.7,41.7,4.4
"25-44","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","F","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"18-24","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"18-24","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"45-64","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"18-24","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"<18","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","F","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"18-24","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"45-64","BLACK HISPANIC","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"45-64","ASIAN / PACIFIC ISLANDER","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"18-24","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","M","Queens",1865,887,978,8.6,0.8,88.6,0,0,80417,3.3,48.5,6.7
"25-44","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"<18","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"25-44","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"45-64","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"18-24","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"25-44","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"18-24","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"25-44","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"25-44","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"18-24","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"25-44","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"45-64","BLACK","M","Queens",3096,1394,1702,7.8,1.7,89.2,0,0.6,86196,7.1,45.8,4.8
"<18","WHITE HISPANIC","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","F","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","ASIAN / PACIFIC ISLANDER","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"<18","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","F","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","M","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"18-24","BLACK","F","Queens",1699,747,952,4.6,1.8,85.6,0,1.3,86950,4.9,33.1,17.2
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"18-24","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"18-24","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"<18","BLACK","F","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"18-24","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","WHITE HISPANIC","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"45-64","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"<18","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"65+","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"<18","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","WHITE HISPANIC","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"18-24","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"18-24","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"25-44","BLACK","M","Queens",1759,874,885,13.4,0,75.3,3,2.2,65750,6,56.7,11.4
"45-64","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"18-24","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"18-24","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"18-24","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"18-24","BLACK HISPANIC","F","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"18-24","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"18-24","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"45-64","WHITE HISPANIC","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"UNKNOWN","WHITE","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"18-24","BLACK","M","Queens",5482,2549,2933,19.2,9.5,20.3,1.1,25.5,70798,16.1,48.2,6.7
"25-44","BLACK","M","Queens",2316,1115,1201,15.9,6.1,21,0.9,33.7,72750,5.2,38.8,8.1
"<18","BLACK","M","Queens",3984,1712,2272,19,37.6,17.6,0,20.5,63189,7.1,30.7,3.1
"<18","BLACK HISPANIC","M","Queens",3984,1712,2272,19,37.6,17.6,0,20.5,63189,7.1,30.7,3.1
"25-44","BLACK","M","Queens",3984,1712,2272,19,37.6,17.6,0,20.5,63189,7.1,30.7,3.1
"25-44","BLACK","M","Queens",4586,2318,2268,5.3,29.3,0.7,1.2,63.6,65625,6.3,29.5,5.9
"<18","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"45-64","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK HISPANIC","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"<18","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"<18","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","WHITE HISPANIC","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK HISPANIC","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","WHITE","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"<18","WHITE HISPANIC","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"<18","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK HISPANIC","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","F","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"18-24","BLACK","M","Queens",5391,2244,3147,13.5,18.5,64.7,0,2.4,34287,21.4,38.5,10.6
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK HISPANIC","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"45-64","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","WHITE HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"65+","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","WHITE HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","WHITE HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","WHITE HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","WHITE HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"45-64","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"45-64","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK HISPANIC","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","WHITE HISPANIC","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","WHITE HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"45-64","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","WHITE","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"45-64","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","WHITE HISPANIC","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK HISPANIC","F","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"UNKNOWN","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"<18","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"18-24","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
"25-44","BLACK","M","Queens",7161,2931,4230,35.1,0.5,56.7,0,6.9,40399,30.9,56.5,12.8
